StudyStartDate;StudyEndDate;FirstAuthor;DOI;AdditionalDetails;City;Country;GeographicalRegion;methods;platform;StringencyIndex;NO2_prcnt_change;NO2_prcnt_change_er;NO2_ugm3_Reference_avg;NO2_ugm3_Reference_sd;NO2_ugm3_Lockdown_avg;NO2_ugm3_Lockdown_sd;NOX_prcnt_change;NOX_prcnt_change_er;NOX_ugm3_Reference_avg;NOX_ugm3_Reference_sd;NOX_ugm3_Lockdown_avg;NOX_ugm3_Lockdown_sd;CO_prcnt_change;CO_prcnt_change_er;CO_mgm3_Reference_avg;CO_mgm3_Reference_sd;CO_mgm3_Lockdown_avg;CO_mgm3_Lockdown_sd;PM25_prcnt_change;PM25_prcnt_change_er;PM25_ugm3_Reference_avg;PM25_ugm3_Reference_sd;PM25_ugm3_Lockdown_avg;PM25_ugm3_Lockdown_sd;PM10_prcnt_change;PM10_prcnt_change_er;PM10_ugm3_Reference_avg;PM10_ugm3_Reference_sd;PM10_ugm3_Lockdown_avg;PM10_ugm3_Lockdown_sd;O3_prcnt_change;O3_prcnt_change_er;O3_ugm3_Reference_avg;O3_ugm3_Reference_sd;O3_ugm3_Lockdown_avg;O3_ugm3_Lockdown_sd;SO2_prcnt_change;SO2_prcnt_change_er;SO2_ugm3_Reference_avg;SO2_ugm3_Reference_sd;SO2_ugm3_Lockdown_avg;SO2_ugm3_Lockdown_sd;NH3_prcnt_change;NH3_prcnt_change_er;NH3_ugm3_Reference_avg;NH3_ugm3_Reference_sd;NH3_ugm3_Lockdown_avg;NH3_ugm3_Lockdown_sd;NMVOCS_prcnt_change;NMVOCS_prcnt_change_er;NMVOCS_ugm3_Reference_avg;NMVOCS_ugm3_Reference_sd;NMVOCS_ugm3_Lockdown_avg;NMVOCS_ugm3_Lockdown_sd;AOD_prcnt_change;AOD_prcnt_change_er;AOD_Reference_avg;AOD_Reference_sd;AOD_Lockdown_avg;AOD_Lockdown_sd;BC_prcnt_change;BC_prcnt_change_er;BC_ugm3_Reference_avg;BC_ugm3_Reference_sd;BC_ugm3_Lockdown_avg;BC_ugm3_Lockdown_sd;AQI_prcnt_change;AQI_prcnt_change_er;AQI_Reference_avg;AQI_Reference_sd;AQI_Lockdown_avg;AQI_Lockdown_sd;BCFF_prcnt_change;BCFF_prcnt_change_er;BCFF_ugm3_Reference_avg;BCFF_ugm3_Reference_sd;BCFF_ugm3_Lockdown_avg;BCFF_ugm3_Lockdown_sd;BCWB_prcnt_change;BCWB_prcnt_change_er;BCWB_ugm3_Reference_avg;BCWB_ugm3_Reference_sd;BCWB_ugm3_Lockdown_avg;BCWB_ugm3_Lockdown_sd;NO3_prcnt_change;NO3_prcnt_change_er;NO3_ugm3_Reference_avg;NO3_ugm3_Reference_sd;NO3_ugm3_Lockdown_avg;NO3_ugm3_Lockdown_sd;SO4_prcnt_change;SO4_prcnt_change_er;SO4_ugm3_Reference_avg;SO4_ugm3_Reference_sd;SO4_ugm3_Lockdown_avg;SO4_ugm3_Lockdown_sd;OM_prcnt_change;OM_prcnt_change_er;OM_ugm3_Reference_avg;OM_ugm3_Reference_sd;OM_ugm3_Lockdown_avg;OM_ugm3_Lockdown_sd;PM1_prcnt_change;PM1_prcnt_change_er;PM1_ugm3_Reference_avg;PM1_ugm3_Reference_sd;PM1_ugm3_Lockdown_avg;PM1_ugm3_Lockdown_sd;BBOA_prcnt_change;BBOA_prcnt_change_er;BBOA_ugm3_Reference_avg;BBOA_ugm3_Reference_sd;BBOA_ugm3_Lockdown_avg;BBOA_ugm3_Lockdown_sd;HOA_prcnt_change;HOA_prcnt_change_er;HOA_ugm3_Reference_avg;HOA_ugm3_Reference_sd;HOA_ugm3_Lockdown_avg;HOA_ugm3_Lockdown_sd;OOA_prcnt_change;OOA_prcnt_change_er;OOA_ugm3_Reference_avg;OOA_ugm3_Reference_sd;OOA_ugm3_Lockdown_avg;OOA_ugm3_Lockdown_sd
2020-01-23;2020-02-09;Wang, Yichen;10.1016/j.scitotenv.2020.139133;366 urban areas;other;China;East Asia;Direct Comparison to a Reference Period;Ground-based;69.6;-54;;36.1;;16.7;;;;;;;;-20;;1.14;;0.91;;-21;;65;;51.4;;-27;;;;;;51;;39;;59.1;;-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-27;2020-02-24;Wang, Honglei;10.1016/j.jes.2020.09.019;Yangtze River Delta;other;China;East Asia;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;both;75.08;-64.5;;64.63;;22.76;;;;;;;;-26.1;;0.94;;0.7;;-37.2;;57.24;;36.08;;-38.3;;;;;;104.7;;31.56;;63.77;;1.5;;;;;;;;;;;;;;;;;;;;;;;;-53.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-24;2020-03-20;Ding, J.;10.1029/2020GL089912;cities;other;China;East Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;76.42;-35;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-24;2020-03-20;Ding, J.;10.1029/2020GL089912;power plants;other;China;East Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;76.42;-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-24;2020-03-20;Ding, J.;10.1029/2020GL089912;marintime transport;other;China;East Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;76.42;-27.5;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-23;2020-05-04;Gautam, Alok Sagar;10.1007/s10668-020-00994-6;;Okhla;India;South Asia;Direct Comparison to a Reference Period;Ground-based;97.75;-65.31;19.99;49;15;17;6;;;;;;;;;6;2;6;1;-55.13;25.09;156;71;70;29;-44;15.55;;;;;43.75;16.41;32;12;46;14;;;;;;;-25;3.13;;;;;;;;;;;;;;;;;;;;;;;-46.67;18.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-23;2020-05-04;Gautam, Alok Sagar;10.1007/s10668-020-00994-6;;DTU;India;South Asia;Direct Comparison to a Reference Period;Ground-based;97.75;-45.24;21.54;42;20;23;6;;;;;;;-66.67;22.22;3;1;1;1;-56.16;23.24;203;84;89;29;-43.09;5.95;;;;;27.4;15.01;73;40;93;29;66.67;22.22;;;;;-40;16;;;;;;;;;;;;;;;;;;;;;;;-40;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-23;2020-05-04;Gautam, Alok Sagar;10.1007/s10668-020-00994-6;;Patparganj;India;South Asia;Direct Comparison to a Reference Period;Ground-based;97.75;-40.91;14.88;22;8;13;9;;;;;;;-50;12.5;4;1;2;1;-52.27;26.53;132;67;63;30;-38.52;12.63;;;;;27.27;4.96;22;4;28;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-42.45;18.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-23;2020-05-04;Gautam, Alok Sagar;10.1007/s10668-020-00994-6;;Palwal;India;South Asia;Direct Comparison to a Reference Period;Ground-based;97.75;-46.15;22.37;13;6.3;7;3.3;;;;;;;-16.67;4.72;6;1.7;5;0.8;-42.86;21.8;126;64.1;72;25.9;-26.02;6.01;;;;;-7.14;1.48;14;2.9;13;3.1;66.67;40;;;;;-33.33;10;;;;;;;;;;;;;;;;;;;;;;;-30.77;10.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-23;2020-05-04;Gautam, Alok Sagar;10.1007/s10668-020-00994-6;;Jind;India;South Asia;Direct Comparison to a Reference Period;Ground-based;97.75;-55.26;25.01;38;17.2;17;5;;;;;;;-33.33;10;3;0.9;2;1.3;-48.46;20.35;130;54.6;67;20.6;-16.67;4.65;;;;;3.45;0.8;58;13.4;60;9.2;11.54;4.97;;;;;-50;22.86;;;;;;;;;;;;;;;;;;;;;;;-33.85;14.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-23;2020-05-04;Gautam, Alok Sagar;10.1007/s10668-020-00994-6;;Hisar;India;South Asia;Direct Comparison to a Reference Period;Ground-based;97.75;-44.19;19.01;43;18.5;24;4.9;;;;;;;-25;20;4;3.2;3;0.9;-44.8;20.72;125;57.8;69;24.3;-19.05;54.97;;;;;20;2.9;20;2.9;24;8.1;-36.84;17.84;;;;;-17.65;7.58;;;;;;;;;;;;;;;;;;;;;;;-33.33;13.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-23;2020-05-04;Gautam, Alok Sagar;10.1007/s10668-020-00994-6;;Agra;India;South Asia;Direct Comparison to a Reference Period;Ground-based;97.75;-8.6;;68;9.3;53;8.5;;;;;;;;;;;;;-34.15;13.77;123;49.6;81;29.8;;;;;;;-67.47;36.66;7;3.5;18;10;;;;;;;-10.71;4.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-23;2020-05-04;Gautam, Alok Sagar;10.1007/s10668-020-00994-6;;Kanpur;India;South Asia;Direct Comparison to a Reference Period;Ground-based;97.75;-46.19;;58;21;22;11.3;;;;;;;16.67;2.95;5;2.1;4;1.9;-41.22;16.36;131;52;77;32.1;;;;;;;-36.64;14.54;48;8.5;56;8.8;-20;8.4;;;;;11.76;5.61;;;;;;;;;;;;;;;;;;;;;;;-100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-23;2020-05-04;Gautam, Alok Sagar;10.1007/s10668-020-00994-6;;Greater Noida;India;South Asia;Direct Comparison to a Reference Period;Ground-based;97.75;-71.19;27.99;59;23.2;17;3.3;;;;;;;25;11.25;8;3.6;10;2;-57.93;25.01;164;70.8;69;34.5;-37.32;12.01;;;;;8.06;4.23;62;32.5;67;17.1;-33.33;12.22;;;;;-22.22;6.42;;;;;;;;;;;;;;;;;;;;;;;-31.2;11.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-14;2020-04-23;Petetin, Herve;unknown1;49 cities;other;Spain;Europe;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;79.66;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-02-10;2020-05-05;Martorell-Marugán, Jordi;10.1016/j.scitotenv.2020.141424;urban;other;Spain;Europe;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;Ground-based;55.83;-62.39;;23.8;5.67;8.95;2.4;;;;;;;-22.88;;0.33;0.04;0.26;0.02;-29.67;;12.06;4.13;8.48;2.47;-39.18;;;;;;50.09;;40.22;10.97;60.37;6.87;-15.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-05-05;2020-06-15;Martorell-Marugán, Jordi;10.1016/j.scitotenv.2020.141424;urban;other;Spain;Europe;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;Ground-based;72.01;-58.31;;23.8;5.67;9.93;2.55;;;;;;;-30;;0.33;0.04;0.23;0.01;-33.24;;12.06;4.13;8.05;2.16;-34.41;;;;;;56.33;;40.22;10.97;62.88;5.73;-20.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-02-10;2020-05-05;Martorell-Marugán, Jordi;10.1016/j.scitotenv.2020.141424;rural;other;Spain;Europe;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;Ground-based;55.83;-38.16;;5.26;1.26;3.25;0.63;;;;;;;-9.8;;0.31;0.02;0.28;0.04;-10.57;;8.35;3.64;7.47;2.27;-27.49;;;;;;9.17;;58.86;9.47;68.02;7.01;-7.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-05-05;2020-06-15;Martorell-Marugán, Jordi;10.1016/j.scitotenv.2020.141424;rural;other;Spain;Europe;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;Ground-based;72.01;-40.84;;5.26;1.26;3.11;0.43;;;;;;;-25.22;;0.31;0.02;0.23;0.02;-24.01;;8.35;3.64;6.34;1.65;-22.69;;;;;;19.2;;58.86;9.47;70.15;7.55;-14.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-04-18;Biswal, Akash;10.1016/j.heliyon.2020.e04764;India;other;India;South Asia;Direct Comparison to a Reference Period;Satellites;71.34;-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-04-01;2020-01-30;Chatterjee, Abhijit;10.1016/j.atmosenv.2020.117947;Eastern Himalayas;other;India;South Asia;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;Ground-based;100;;;17.3;;7.33;;-67;;;;;;;;;;;;;;;;;;;;;;;;54;;62;;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-24;2020-02-08;Chen, Hui;10.1016/j.scitotenv.2020.140758;;Shanghai;China;East Asia;Direct Comparison to a Reference Period;Ground-based;70.66;;;;;;;-43;;;;;;-22;;;;;;-38;;60.9;;37.6;;;;;;;;;;;;;;-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Las Vegas;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-49;15;;;;;;;;;;;-28;15;;;;;-41;20;;;;;-55;20;;;;;17;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Salt Lake City;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-43;15;;;;;;;;;;;;;;;;;-5;20;;;;;;;;;;;25;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Fresno;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-42;15;;;;;;;;;;;-31;10;;;;;-25;20;;;;;-54;20;;;;;-9;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;San Jose;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-41;15;;;;;;;;;;;-29;10;;;;;-45;20;;;;;;;;;;;-10;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;New York;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-40;15;;;;;;;;;;;-37;10;;;;;-29;20;;;;;;;;;;;8;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Richmond;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-37;15;;;;;;;;;;;-13;10;;;;;;;;;;;;;;;;;-8;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Boston;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-36;15;;;;;;;;;;;-22;10;;;;;-23;20;;;;;;;;;;;8;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;LA;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-34;20;;;;;;;;;;;-34;10;;;;;-41;20;;;;;-57;20;;;;;-17;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Sacramento;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-34;20;;;;;;;;;;;-20;10;;;;;-19;20;;;;;;;;;;;-15;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Raleigh;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-33;15;;;;;;;;;;;1;10;;;;;;;;;;;12;20;;;;;-8;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Indianapolis;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-28;15;;;;;;;;;;;14;10;;;;;47;20;;;;;29;20;;;;;-15;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Providence;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-26;23;;;;;;;;;;;;;;;;;-31;20;;;;;;;;;;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Phoenix;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-25;15;;;;;;;;;;;-9;10;;;;;-22;20;;;;;-45;20;;;;;-12;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;St. Louis;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-25;15;;;;;;;;;;;-13;10;;;;;6;20;;;;;;;;;;;-2;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;District of Columbia;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-21;15;;;;;;;;;;;;;;;;;-1;20;;;;;;;;;;;-7;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Tulsa;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-21;15;;;;;;;;;;;-29;10;;;;;1;20;;;;;;;;;;;-14;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Cincinnati;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-20;15;;;;;;;;;;;-4;10;;;;;19;20;;;;;18;20;;;;;-8;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Albuquerque;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-19;15;;;;;;;;;;;-2;10;;;;;-14;20;;;;;-10;20;;;;;8;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Minneapolis;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-15;15;;;;;;;;;;;;;;;;;-1;20;;;;;14;20;;;;;-13;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Atlanta;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-15;15;;;;;;;;;;;-7;10;;;;;18;20;;;;;14;20;;;;;-1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Portland;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-11;15;;;;;;;;;;;;;;;;;21;20;;;;;;;;;;;6;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Seattle;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-11;20;;;;;;;;;;;-1;10;;;;;44;20;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Cleveland;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-10;15;;;;;;;;;;;-16;15;;;;;22;20;;;;;-15;20;;;;;-15;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Honolulu;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-10;20;;;;;;;;;;;;;;;;;-8;20;;;;;-14;15;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Kansas City;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-9;16;;;;;;;;;;;;;;;;;5;20;;;;;;;;;;;3;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Grantsville;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-6;20;;;;;;;;;;;-7;10;;;;;13;20;;;;;;;;;;;-13;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Bismarck;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-6;20;;;;;;;;;;;-12;10;;;;;5;20;;;;;;;;;;;7;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-25;Chen, L. W. Antony;10.1016/j.scitotenv.2020.141105;;Cheyenne;USA;North America;Direct Comparison to a Reference Period;Ground-based;70.66;-5;20;;;;;;;;;;;-16;10;;;;;112;20;;;;;12;25;;;;;-6;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
